judgment_id,query_id,query,type,image_id,image_path,source_systems,best_rank,ranks_by_system,max_score,matched_keywords,detected_objects,brightness,contrast,saturation,warmth,relevance,confidence,comment
q003__eXN8_818_xU,Q003,vibrant summer portrait,semantic_text,eXN8_818_xU,data\unsplash-lite\images\eXN8_818_xU.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,9,faiss_baseline:9|qdrant_filtered:9|qdrant_object_rerank:9|qdrant_semantic:9,0.279924,apparel;asteraceae;back;blossom;clothing;daisies;daisy;dress;female;flower;flower arrangement;girl;human;indoors;interior design;person;plant;sunflower,person,0.418271,0.229622,0.468082,0.592767,2,high,
q003__7x5OMOsQw6M,Q003,vibrant summer portrait,semantic_text,7x5OMOsQw6M,data\unsplash-lite\images\7x5OMOsQw6M.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,10,faiss_baseline:10|qdrant_filtered:10|qdrant_object_rerank:10|qdrant_semantic:10,0.279372,acanthaceae;advertisement;animal;apparel;aster;asteraceae;back;bee;blossom;cloak;clothing;daffodil;dahlia;daisies;daisy;dress;face;fashion;female;flare;flower;flower arrangement;flower bouquet;gown;ground;henna;honey bee;human;insect;invertebrate;leaf;light;long sleeve;people;person;petal;photo;photography;plant;pollen;portrait;runway;sleeve;smile;strap;sunflower;sweater;treasure flower;tree;woman,person,0.410197,0.316232,0.401426,0.516061,2,high,
q003__Iyts7mPSaKQ,Q003,vibrant summer portrait,semantic_text,Iyts7mPSaKQ,data\unsplash-lite\images\Iyts7mPSaKQ.jpg,faiss_style_rerank,10,faiss_style_rerank:10,0.393111,animal;apparel;asphalt;beagle;berry;canine;cat;clothing;collie;corgi;cute;dog;flare;food;grain;ground;hound;leaf;leash;light;mammal;manx;nature;outdoors;pet;pets;plant;pointer;produce;pumpkin;puppy;snout;strap;tarmac;terrier;tire;vegetable,dog,0.330740,0.183060,0.587084,0.618984,0,high,authumn portrait
q004__22OJF_Nu734,Q004,minimal architecture,semantic_text,22OJF_Nu734,data\unsplash-lite\images\22OJF_Nu734.jpg,faiss_style_rerank,1,faiss_style_rerank:1,0.457068,apartment building;architecture;balcony;banister;barcelona;building;city;color;concrete;corner;curtain;door;handrail;high rise;home decor;island;italy;madrid;nature;peach;plant;portugal;rome;roof;shutter;skylight;sliding door;spain;town;travel;tree;triangle;urban;vacation;wall;wallpaper;white;window;window shade,,0.693101,0.198950,0.311822,0.423800,2,medium,
q004__yVCBr4ZuOnI,Q004,minimal architecture,semantic_text,yVCBr4ZuOnI,data\unsplash-lite\images\yVCBr4ZuOnI.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,1,faiss_baseline:1|qdrant_filtered:1|qdrant_object_rerank:1|qdrant_semantic:1,0.301916,apartment building;architect;architecture;architecutre;art;building;city;condo;fine art;green;green and pink;high rise;housing;hungary;manipulate;minimal;photoshop;pink;pink and green;pink sky;sky;skyscraper;town;urban,,0.736991,0.204910,0.119082,0.503791,2,high,
q004__Qj20ZHLmVis,Q004,minimal architecture,semantic_text,Qj20ZHLmVis,data\unsplash-lite\images\Qj20ZHLmVis.jpg,faiss_style_rerank|faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,2,faiss_baseline:6|faiss_style_rerank:2|qdrant_filtered:6|qdrant_object_rerank:6|qdrant_semantic:6,0.445653,aluminium;animal;apartment building;architecture;bird;building;city;condo;cylinder;downtown;electrical device;elevator;flying;high rise;housing;nature;office building;outdoors;power plant;sand;solar panels;sphere;steel;text;tower;town;urban;window,,0.526293,0.241468,0.231574,0.441220,2,high,
q004__k5kaWuxelPU,Q004,minimal architecture,semantic_text,k5kaWuxelPU,data\unsplash-lite\images\k5kaWuxelPU.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,2,faiss_baseline:2|qdrant_filtered:2|qdrant_object_rerank:2|qdrant_semantic:2,0.288250,accessories;accessory;architecture;building;cucumber;diamond;dome;food;fruit;gemstone;jewelry;office building;planetarium;plant;roof;sphere;tower;triangle;vegetable;water tower,,0.828814,0.130350,0.135311,0.437911,2,high,
q004__8PEU59oqwbo,Q004,minimal architecture,semantic_text,8PEU59oqwbo,data\unsplash-lite\images\8PEU59oqwbo.jpg,faiss_style_rerank,3,faiss_style_rerank:3,0.444089,aluminium;architecture;building;cooktop;door;emblem;floor;glass;gray;grille;indoors;light fixture;pattern;skylight;sphere;steel;symbol;triangle;utility pole;window,,0.235180,0.129733,0.330991,0.453066,0,medium,not architecture
q004__db1r-AjW6YM,Q004,minimal architecture,semantic_text,db1r-AjW6YM,data\unsplash-lite\images\db1r-AjW6YM.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,3,faiss_baseline:3|qdrant_filtered:3|qdrant_object_rerank:3|qdrant_semantic:3,0.287799,angles;architecture;black diamond;building;corner;diamond;edge;fog;foggy;geometry;grey sky;minimal;mobile background;nature;ornament;outdoors;pattern;phone background;reflective;sand;tent;triangle;up shot,,0.561875,0.394108,0.149284,0.500096,2,high,
q004__0ABCZ9bTsw4,Q004,minimal architecture,semantic_text,0ABCZ9bTsw4,data\unsplash-lite\images\0ABCZ9bTsw4.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,4,faiss_baseline:4|qdrant_filtered:4|qdrant_object_rerank:4|qdrant_semantic:4,0.287200,architecture;asphalt;building;city;high rise;hotel;metropolis;office building;silhouette;skyscraper;spire;steeple;tarmac;tower;town;transportation;triangle;urban;vehicle;vessel;wall;watercraft;window,,0.426292,0.119119,0.525240,0.338601,2,high,
q004__2o-aXs-aloY,Q004,minimal architecture,semantic_text,2o-aXs-aloY,data\unsplash-lite\images\2o-aXs-aloY.jpg,faiss_style_rerank,4,faiss_style_rerank:4,0.443254,aircraft;airplane;architecture;balcony;banister;biplane;brick;door;fence;guard rail;handrail;landscape;lines;parking lot;peach;railing;transportation;urban;urban landscape;vehicle;wall;wallpaper,,0.650181,0.099936,0.330801,0.627084,1,medium,
q004__303X2rAcUW8,Q004,minimal architecture,semantic_text,303X2rAcUW8,data\unsplash-lite\images\303X2rAcUW8.jpg,faiss_style_rerank,5,faiss_style_rerank:5,0.442878,abstract;angle;apartment building;architecture;arecaceae;background;building;city;clean;clock tower;condo;control tower;dome;downtown;explore;exteriors;facade;fisheye;gradient;high rise;home decor;hotel;housing;human perspective;intersection;line;london;metropolis;minimal;minimal architecture;observatory;office building;orange;palm tree;parliament;peach;pink;planetarium;plant;road;sky;skyscraper;spire;steeple;street photography;sunrise;sunset;tire;tower;tower block;town;tree;urban;window,,0.632360,0.301531,0.238577,0.578867,2,high,
q004__DmgwxkcdFCM,Q004,minimal architecture,semantic_text,DmgwxkcdFCM,data\unsplash-lite\images\DmgwxkcdFCM.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,5,faiss_baseline:5|qdrant_filtered:5|qdrant_object_rerank:5|qdrant_semantic:5,0.285228,architecture;black & white;black and white;building;canopy;city;facade;geometric;indoor shopping;library;mirror;monochrome;museum;office building;reflection;shiny;sign;sleek;stores;structure;sunshine;town;urban;white;window;window ledge;windows,,0.759200,0.303812,0.000000,0.500000,2,medium,
q004__jUlbX-PZKP4,Q004,minimal architecture,semantic_text,jUlbX-PZKP4,data\unsplash-lite\images\jUlbX-PZKP4.jpg,faiss_style_rerank,6,faiss_style_rerank:6,0.440379,amsterdam;apartment building;architecture;atmosphere;atmosphere of earth;blue;blue sky;building;city;cloud;clouds;cloudy;corner;countryside;exterior;facade;geometric building;high rise;housing;hut;modern building;nature;office building;outdoors;reflection;rural;shack;shapes;shelter;sky;skyclouds;spire;steeple;tower;town;urban;weather,,0.497298,0.257865,0.310524,0.428721,2,medium,
q004__egZF6S_3kc4,Q004,minimal architecture,semantic_text,egZF6S_3kc4,data\unsplash-lite\images\egZF6S_3kc4.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,7,faiss_baseline:7|qdrant_filtered:7|qdrant_object_rerank:7|qdrant_semantic:7,0.283231,abstract;banister;building;concrete;curtain;facade;handrail;home decor;monochrome;railing;shutter;staircase;street light;urban;wall;window;window shade;windows,,0.756086,0.256874,0.000000,0.500000,2,high,
q004__r17CwjZBOc8,Q004,minimal architecture,semantic_text,r17CwjZBOc8,data\unsplash-lite\images\r17CwjZBOc8.jpg,faiss_style_rerank,7,faiss_style_rerank:7,0.437816,agelaius;animal;apartment building;architecture;azure sky;bird;blackbird;building;city;corner;countryside;downtown;high rise;nature;office building;outdoors;roof;rural;sand;shelter;sky;town;triangle;urban,airplane,0.548531,0.121853,0.324922,0.446927,2,high,
q004__tGzA4Bf1zck,Q004,minimal architecture,semantic_text,tGzA4Bf1zck,data\unsplash-lite\images\tGzA4Bf1zck.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,8,faiss_baseline:8|qdrant_filtered:8|qdrant_object_rerank:8|qdrant_semantic:8,0.282258,alley;alleyway;apartment building;architecture;asphalt;astronomy;building;castle;chair;city;concrete;condo;control tower;convention center;countryside;downtown;furniture;high rise;hotel;house;housing;nature;night;observatory;office building;outdoors;outer space;planetarium;road;sky;skyscraper;space;street;tarmac;tower;town;universe;urban;villa;wall;weather,,0.255281,0.288112,0.000000,0.500000,2,high,
q004__vRqh5lUqC8w,Q004,minimal architecture,semantic_text,vRqh5lUqC8w,data\unsplash-lite\images\vRqh5lUqC8w.jpg,faiss_style_rerank,8,faiss_style_rerank:8,0.437684,architectural;architecture;architecture modern;arcitecture;azure sky;backgrounds;banister;building;city;city buildings;cloud;convention center;corner;countryside;dawn;downtown;dusk;handrail;high rise;housing;laundry;mountain;mountain range;nature;office building;outdoors;red sky;rural;shelter;silhouette;sky;sky background;sky blue;spire;star symbol;steeple;sunrise;sunset;sunset city;symbol;tehran;tent;tower;town;triangle;urban;wallpaper;wallpaper for mobile;wallpapers;window,,0.421431,0.195846,0.265094,0.524127,2,medium,
q004__4AP6qFE2DB4,Q004,minimal architecture,semantic_text,4AP6qFE2DB4,data\unsplash-lite\images\4AP6qFE2DB4.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,9,faiss_baseline:9|qdrant_filtered:9|qdrant_object_rerank:9|qdrant_semantic:9,0.281430,angle;architecture;arena;building;california;city;convention center;corporate headquarters;curve;daylighting;daytime;detail;dome;facade;frank gehry;headquarters;high rise;line;los angeles;office building;planetarium;sky;skyscraper;steel;town;urban;wall,,0.797775,0.077923,0.151912,0.434533,1,high,
q004__hvvtotn_-Eo,Q004,minimal architecture,semantic_text,hvvtotn_-Eo,data\unsplash-lite\images\hvvtotn_-Eo.jpg,faiss_style_rerank,9,faiss_style_rerank:9,0.437644,architecture;banister;building;column;concrete;corridor;dome;door;flare;handrail;home decor;led;light;light fixture;lighting;observatory;office building;opera house;pedestrian;pillar;planetarium;railing;skylight;sliding door;terminal;tower;window,,0.300802,0.143845,0.357371,0.536245,1,high,
q004__mRyJIitmT-M,Q004,minimal architecture,semantic_text,mRyJIitmT-M,data\unsplash-lite\images\mRyJIitmT-M.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,10,faiss_baseline:10|qdrant_filtered:10|qdrant_object_rerank:10|qdrant_semantic:10,0.280879,aluminium;apartment building;architect;architectural;architectural detail;architecture;banister;brick;building;city;city view;condo;convention center;dome;floor;handrail;high rise;hotel;housing;metric;minimal;minimalism;minimalist;minimalistic;multi storey;multi-storey building;nature;office building;plot;reflect;reflection;taipei;taiwan;text;tile;town;urban;urban scene;wall;windows,,0.730793,0.171349,0.048755,0.500260,2,medium,
q004__z0l-3cWpKto,Q004,minimal architecture,semantic_text,z0l-3cWpKto,data\unsplash-lite\images\z0l-3cWpKto.jpg,faiss_style_rerank,10,faiss_style_rerank:10,0.433072,abstract;animal;architecture;background;backgrounds;bird;building;coil;composition;construction;eye;fair;hole;metal;nest;pattern;sphere;spiral;structure;wallpaper;wallpapers;woven,,0.381593,0.243111,0.258952,0.430085,2,high,
q005__8gBUx7Xmsqo,Q005,cold blue mountain scene,semantic_text,8gBUx7Xmsqo,data\unsplash-lite\images\8gBUx7Xmsqo.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,1,faiss_baseline:1|qdrant_filtered:1|qdrant_object_rerank:1|qdrant_semantic:1,0.295846,abies;aerial;aerial view;azure sky;basin;blue;bush;cloud;clouds;conifer;crater;cumulus;drone;finland;fir;forest;frost;grove;ice;jungle;land;landscape;milkyway;mountain;nature;outdoors;pine;plant;plateau;reservoir;sand;scenery;sky;sunset;teal;tree;vegetation;volcano;water;weather;wilderness;winter;woodland,,0.407635,0.174860,0.211772,0.472622,0,medium,no moutain
q005__wf2r1US9Ge4,Q005,cold blue mountain scene,semantic_text,wf2r1US9Ge4,data\unsplash-lite\images\wf2r1US9Ge4.jpg,faiss_style_rerank,1,faiss_style_rerank:1,0.441062,adventure;banister;glacier;handrail;ice;landscape;leisure activities;mountain;mountain range;nature;outdoors;panoramic;peak;plateau;scenery;snow;winter,,0.431723,0.231371,0.732289,0.272724,2,high,
q005__-Iqiws8Fqhw,Q005,cold blue mountain scene,semantic_text,-Iqiws8Fqhw,data\unsplash-lite\images\-Iqiws8Fqhw.jpg,faiss_style_rerank,2,faiss_style_rerank:2,0.439731,abies;avalanche;blizzard;countryside;dirt road;fir;freeway;glacier;gravel;highway;human;ice;landscape;mountain;nature;outdoors;people;person;plant;plateau;road;rural;scenery;snow;snowboarding;sphere;sport;sports;storm;tree;water;weather;winter,,0.601272,0.137486,0.492092,0.278443,2,high,
q005__P2ZjPyNFu5c,Q005,cold blue mountain scene,semantic_text,P2ZjPyNFu5c,data\unsplash-lite\images\P2ZjPyNFu5c.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic|faiss_style_rerank,2,faiss_baseline:2|faiss_style_rerank:9|qdrant_filtered:2|qdrant_object_rerank:2|qdrant_semantic:2,0.430070,alpine;alpinism;alps;austria;crest;discover;explore;fell;glacier;ice;innsbruck;massif;mount scenery;mountain;mountain range;mountainous landforms;mountains;natgeo;nature;outdoors;peak;photography;powder;ridge;ski resort;sky;snow;snowboard;snowcapped;snowy;white;wilderness;winter;winter wonderland,,0.369440,0.189530,0.591043,0.363159,2,high,
q005__c3wsMnxQZDw,Q005,cold blue mountain scene,semantic_text,c3wsMnxQZDw,data\unsplash-lite\images\c3wsMnxQZDw.jpg,faiss_style_rerank|faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,3,faiss_baseline:4|faiss_style_rerank:3|qdrant_filtered:4|qdrant_object_rerank:4|qdrant_semantic:4,0.437479,adventure;azure sky;blue mountain;blue wallpaper;countryside;hill;landscape;leisure activities;mountain;mountain gradient;mountain layers;mountain range;mountain wallpaper;nature;nature wallpaper;outdoors;panoramic;peak;plateau;scenery;sky;sunrise;wallpaper;wilderness,,0.228817,0.208378,0.645005,0.325556,2,high,
q005__wfQaZHGAVHo,Q005,cold blue mountain scene,semantic_text,wfQaZHGAVHo,data\unsplash-lite\images\wfQaZHGAVHo.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,3,faiss_baseline:3|qdrant_filtered:3|qdrant_object_rerank:3|qdrant_semantic:3,0.293876,aerial view;animal;architecture;astronomy;bird;building;cloud;cumulus;dark;fireworks;fog;full moon;hurricane;land;landscape;lightning;mist;moon;mountain;mountain range;nature;night;ocean;outdoors;outer space;panoramic;peak;plateau;scenery;sea;sky;snow;space;star;storm;thunderstorm;travel;universe;usa;utah;wallpaper;water;weather;zion,,0.149370,0.181427,0.703822,0.422418,2,high,
q005__NDuPLKYRXQU,Q005,cold blue mountain scene,semantic_text,NDuPLKYRXQU,data\unsplash-lite\images\NDuPLKYRXQU.jpg,faiss_style_rerank,4,faiss_style_rerank:4,0.436296,aerial;aerial view;cloud;clouds;cumulus;environment;flora;geographical feature;glacier;grass;ice;impressiv;landscape;mointain;mountain;mountain range;mountain top;mountainous landforms;mountains;mountaintop;mountaintops;nature;nature backgrounds;nature wallpapers;outdoors;plant;scenery;sky;snow;wallpaper;weather,,0.561206,0.207074,0.539676,0.313288,2,high,
q005__6xTKw5ufGTY,Q005,cold blue mountain scene,semantic_text,6xTKw5ufGTY,data\unsplash-lite\images\6xTKw5ufGTY.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,5,faiss_baseline:5|qdrant_filtered:5|qdrant_object_rerank:5|qdrant_semantic:5,0.291649,abies;aerial view;amazing;bush;cold;conifer;explore;fir;forest;freeze;freezing;frost;frosty;frozen;grove;hd;hdwallpaper;hike;ice;land;landscape;mountain;nature;outdoors;panoramic;pine;plant;plateau;rug;scenery;slope;snow;snowy;spruce;travel;tree;trees;vegetation;wallpaper;winter;wintervibe;woodland,,0.709214,0.146806,0.176493,0.435413,1,medium,
q005__cUr8oSVN3NE,Q005,cold blue mountain scene,semantic_text,cUr8oSVN3NE,data\unsplash-lite\images\cUr8oSVN3NE.jpg,faiss_style_rerank|faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,5,faiss_baseline:10|faiss_style_rerank:5|qdrant_filtered:10|qdrant_object_rerank:10|qdrant_semantic:10,0.434557,backgrounds;frost;ice;nature;outdoors;plant;rug;scenery;snow;tree;wallpapers,,0.518666,0.180022,0.496032,0.330642,0,high,no mountain
q005__GY9tuUxd18s,Q005,cold blue mountain scene,semantic_text,GY9tuUxd18s,data\unsplash-lite\images\GY9tuUxd18s.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic|faiss_style_rerank,6,faiss_baseline:6|faiss_style_rerank:7|qdrant_filtered:6|qdrant_object_rerank:6|qdrant_semantic:6,0.433452,abies;avalanche;conifer;fir;fog;glacier;ice;landscape;mist;mountain;mountain range;nature;outdoors;plant;scenery;snow;spruce;tree;weather;winter,,0.573632,0.218524,0.450939,0.340684,2,high,
q005__hFDtTZLuq_E,Q005,cold blue mountain scene,semantic_text,hFDtTZLuq_E,data\unsplash-lite\images\hFDtTZLuq_E.jpg,faiss_style_rerank,6,faiss_style_rerank:6,0.433533,adventure;architecture;avalanche;building;dome;glacier;ice;leisure activities;mountain;mountain range;nature;outdoors;peak;scenery;snow;spire;steeple;tower,,0.441934,0.206259,0.608948,0.320552,2,high,
q005__TEND07a9xDg,Q005,cold blue mountain scene,semantic_text,TEND07a9xDg,data\unsplash-lite\images\TEND07a9xDg.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,7,faiss_baseline:7|qdrant_filtered:7|qdrant_object_rerank:7|qdrant_semantic:7,0.290672,abies;autumn;backgrounds;cloud;computer backgrounds;cool backgrounds;fall;fir;fog;forest;hd backgrounds;hd wallpapers;mist;morning;nature;outdoors;plant;teal;tree;trees;tumblr backgrounds;wallpapers;weather;yosemite,,0.360532,0.142620,0.490269,0.370951,1,medium,no explicit mountain
q005__Xyxv9nX4FN0,Q005,cold blue mountain scene,semantic_text,Xyxv9nX4FN0,data\unsplash-lite\images\Xyxv9nX4FN0.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,8,faiss_baseline:8|qdrant_filtered:8|qdrant_object_rerank:8|qdrant_semantic:8,0.290672,abies;architecture;astronomy;building;dome;fir;full moon;glacier;hiking;ice;landscape;moon;mountain;mountain range;nature;night;outdoors;outer space;peak;photography;plant;plateau;snow;space;travel;tree;universe,,0.184091,0.136542,0.613767,0.398729,2,high,
q005__fuAy6Gs8QCw,Q005,cold blue mountain scene,semantic_text,fuAy6Gs8QCw,data\unsplash-lite\images\fuAy6Gs8QCw.jpg,faiss_style_rerank,8,faiss_style_rerank:8,0.431340,alps;blue;blue sky;clear;cold;conifer;crescent moon;crest;flora;glacier;ice;landscape;moon;mountain;mountain range;mountain ridge;mountain top;nature;outdoors;peak;plant;ridge;scenery;scenic;sky;slope;snow;snow mountain;tree;white;winter,kite,0.469395,0.179743,0.505515,0.317393,2,medium,
q005__aJE6CJZfPxk,Q005,cold blue mountain scene,semantic_text,aJE6CJZfPxk,data\unsplash-lite\images\aJE6CJZfPxk.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,9,faiss_baseline:9|qdrant_filtered:9|qdrant_object_rerank:9|qdrant_semantic:9,0.290154,abies;cold;conifer;countryside;czech;day;fir;forest;frost;glacier;ice;land;mountain;mountain range;nature;outdoors;pine;plant;plateau;rug;scenery;slope;snow;snowing;sumava;sun;tree;tundra;winter,,0.456717,0.244449,0.106392,0.495571,1,high,not blue
